"iid","gender","age","imprace","imprelig","exphappy","expnum","dec","attr","sinc","intel","fun","amb","shar","satis_2","length"
165,1,30,4,7,6,,0,10.0,9.0,8.0,10.0,7.0,3.0,8,1
165,1,30,4,7,6,,1,8.0,9.0,10.0,5.0,9.0,5.0,8,1
165,1,30,4,7,6,,0,7.0,8.0,8.0,6.0,7.0,5.0,8,1
165,1,30,4,7,6,,0,10.0,8.0,8.0,8.0,10.0,3.0,8,1
165,1,30,4,7,6,,0,9.0,9.0,8.0,6.0,5.0,5.0,8,1
165,1,30,4,7,6,,0,7.0,8.0,7.0,7.0,8.0,6.0,8,1
165,1,30,4,7,6,,1,9.0,7.0,8.0,6.0,8.0,5.0,8,1
166,1,26,1,9,6,,0,4.0,4.0,8.0,4.0,,,2,3
166,1,26,1,9,6,,0,3.0,7.0,7.0,5.0,,,2,3
166,1,26,1,9,6,,1,7.0,7.0,9.0,9.0,,,2,3
166,1,26,1,9,6,,0,5.0,7.0,7.0,6.0,,,2,3
166,1,26,1,9,6,,0,7.0,7.0,7.0,7.0,,,2,3
166,1,26,1,9,6,,1,8.0,8.0,8.0,9.0,,,2,3
166,1,26,1,9,6,,1,8.0,8.0,8.0,8.0,8.0,,2,3
166,1,26,1,9,6,,1,7.0,7.0,7.0,7.0,,,2,3
166,1,26,1,9,6,,0,5.0,7.0,9.0,8.0,9.0,,2,3
166,1,26,1,9,6,,0,8.0,8.0,8.0,8.0,,,2,3
166,1,26,1,9,6,,0,8.0,8.0,,5.0,,,2,3
166,1,26,1,9,6,,0,6.0,7.0,7.0,4.0,,,2,3
166,1,26,1,9,6,,1,7.0,7.0,7.0,7.0,,,2,3
166,1,26,1,9,6,,1,7.0,7.0,7.0,7.0,,,2,3
166,1,26,1,9,6,,1,7.0,7.0,7.0,7.0,,,2,3
166,1,26,1,9,6,,1,8.0,8.0,8.0,8.0,,,2,3
167,1,23,1,1,3,,1,7.0,6.0,7.0,6.0,4.0,4.0,6,1
167,1,23,1,1,3,,0,3.0,7.0,6.0,4.0,5.0,2.0,6,1
167,1,23,1,1,3,,0,4.0,6.0,5.0,4.0,5.0,6.0,6,1
167,1,23,1,1,3,,0,2.0,6.0,6.0,4.0,5.0,5.0,6,1
167,1,23,1,1,3,,0,3.0,6.0,8.0,2.0,5.0,3.0,6,1
167,1,23,1,1,3,,0,3.0,6.0,5.0,8.0,2.0,4.0,6,1
167,1,23,1,1,3,,1,6.0,5.0,6.0,5.0,4.0,3.0,6,1
167,1,23,1,1,3,,1,6.0,6.0,6.0,5.0,4.0,4.0,6,1
167,1,23,1,1,3,,1,7.0,5.0,6.0,7.0,5.0,4.0,6,1
167,1,23,1,1,3,,1,8.0,8.0,5.0,4.0,3.0,4.0,6,1
167,1,23,1,1,3,,1,7.0,8.0,8.0,6.0,5.0,3.0,6,1
167,1,23,1,1,3,,0,4.0,8.0,6.0,5.0,6.0,4.0,6,1
167,1,23,1,1,3,,1,5.0,7.0,7.0,6.0,6.0,6.0,6,1
167,1,23,1,1,3,,1,6.0,6.0,5.0,4.0,4.0,3.0,6,1
167,1,23,1,1,3,,1,7.0,6.0,6.0,5.0,6.0,4.0,6,1
167,1,23,1,1,3,,1,6.0,7.0,6.0,6.0,5.0,4.0,6,1
168,1,23,1,1,5,,1,8.0,8.0,7.0,7.0,7.0,8.0,,
168,1,23,1,1,5,,0,5.0,5.0,5.0,6.0,6.0,6.0,,
168,1,23,1,1,5,,1,8.0,8.0,8.0,8.0,8.0,8.0,,
168,1,23,1,1,5,,1,7.0,7.0,7.0,7.0,7.0,7.0,,
168,1,23,1,1,5,,0,4.0,6.0,7.0,6.0,6.0,3.0,,
168,1,23,1,1,5,,0,4.0,7.0,8.0,7.0,5.0,7.0,,
168,1,23,1,1,5,,1,7.0,8.0,8.0,6.0,6.0,5.0,,
168,1,23,1,1,5,,0,5.0,6.0,6.0,6.0,6.0,6.0,,
168,1,23,1,1,5,,1,8.0,7.0,7.0,7.0,7.0,7.0,,
168,1,23,1,1,5,,1,9.0,8.0,7.0,7.0,8.0,7.0,,
168,1,23,1,1,5,,1,7.0,7.0,7.0,7.0,7.0,6.0,,
168,1,23,1,1,5,,0,7.0,7.0,7.0,6.0,6.0,5.0,,
168,1,23,1,1,5,,1,8.0,8.0,8.0,8.0,8.0,8.0,,
168,1,23,1,1,5,,1,7.0,7.0,7.0,7.0,7.0,7.0,,
168,1,23,1,1,5,,0,7.0,8.0,8.0,7.0,7.0,6.0,,
168,1,23,1,1,5,,1,6.0,8.0,8.0,8.0,8.0,8.0,,
169,1,28,2,3,6,,1,8.0,8.0,9.0,8.0,7.0,8.0,6,1
169,1,28,2,3,6,,0,7.0,9.0,9.0,8.0,8.0,8.0,6,1
169,1,28,2,3,6,,0,8.0,7.0,8.0,9.0,7.0,9.0,6,1
169,1,28,2,3,6,,0,7.0,9.0,9.0,8.0,9.0,8.0,6,1
169,1,28,2,3,6,,0,7.0,8.0,9.0,7.0,8.0,7.0,6,1
169,1,28,2,3,6,,1,10.0,8.0,8.0,9.0,8.0,,6,1
169,1,28,2,3,6,,1,9.0,9.0,9.0,,9.0,,6,1
169,1,28,2,3,6,,0,9.0,8.0,9.0,8.0,8.0,8.0,6,1
169,1,28,2,3,6,,0,7.0,8.0,9.0,7.0,9.0,8.0,6,1
169,1,28,2,3,6,,1,9.0,9.0,9.0,9.0,8.0,7.0,6,1
169,1,28,2,3,6,,0,10.0,9.0,8.0,7.0,8.0,6.0,6,1
169,1,28,2,3,6,,0,9.0,10.0,8.0,7.0,8.0,6.0,6,1
169,1,28,2,3,6,,1,10.0,9.0,9.0,9.0,9.0,10.0,6,1
169,1,28,2,3,6,,0,9.0,8.0,8.0,8.0,8.0,8.0,6,1
169,1,28,2,3,6,,0,8.0,8.0,10.0,8.0,10.0,8.0,6,1
169,1,28,2,3,6,,1,10.0,8.0,8.0,9.0,9.0,8.0,6,1
170,1,28,2,1,6,,1,7.0,7.0,7.0,7.0,5.0,7.0,6,1
170,1,28,2,1,6,,0,5.0,7.0,7.0,5.0,7.0,3.0,6,1
170,1,28,2,1,6,,0,,,,,,,6,1
170,1,28,2,1,6,,1,6.0,7.0,6.0,6.0,6.0,8.0,6,1
170,1,28,2,1,6,,1,5.0,7.0,7.0,6.0,6.0,5.0,6,1
170,1,28,2,1,6,,1,7.0,7.0,7.0,6.0,6.0,7.0,6,1
170,1,28,2,1,6,,1,6.0,6.0,7.0,5.0,8.0,5.0,6,1
170,1,28,2,1,6,,1,7.0,7.0,7.0,6.0,6.0,6.0,6,1
170,1,28,2,1,6,,1,6.0,7.0,7.0,7.0,6.0,7.0,6,1
170,1,28,2,1,6,,1,8.0,7.0,7.0,8.0,7.0,5.0,6,1
170,1,28,2,1,6,,0,5.0,7.0,6.0,5.0,6.0,5.0,6,1
170,1,28,2,1,6,,1,5.0,7.0,7.0,6.0,5.0,7.0,6,1
170,1,28,2,1,6,,1,6.0,6.0,7.0,5.0,7.0,7.0,6,1
170,1,28,2,1,6,,1,6.0,7.0,7.0,6.0,6.0,6.0,6,1
170,1,28,2,1,6,,1,6.0,8.0,8.0,7.0,8.0,8.0,6,1
170,1,28,2,1,6,,1,6.0,6.0,6.0,5.0,7.0,6.0,6,1
171,1,29,1,1,8,,1,7.0,8.0,9.0,9.0,8.0,7.0,7,1
171,1,29,1,1,8,,0,5.0,8.0,9.0,6.0,7.0,9.0,7,1
171,1,29,1,1,8,,1,8.0,9.0,9.0,9.0,8.0,10.0,7,1
171,1,29,1,1,8,,1,6.0,8.0,9.0,5.0,8.0,3.0,7,1
171,1,29,1,1,8,,1,6.0,8.0,9.0,6.0,7.0,7.0,7,1
171,1,29,1,1,8,,0,5.0,6.0,7.0,9.0,7.0,4.0,7,1
171,1,29,1,1,8,,1,7.0,7.0,7.0,6.0,8.0,6.0,7,1
171,1,29,1,1,8,,1,8.0,7.0,8.0,6.0,9.0,10.0,7,1
171,1,29,1,1,8,,1,7.0,9.0,9.0,7.0,8.0,5.0,7,1
171,1,29,1,1,8,,1,9.0,9.0,8.0,8.0,7.0,6.0,7,1
171,1,29,1,1,8,,1,7.0,7.0,8.0,5.0,7.0,4.0,7,1
171,1,29,1,1,8,,1,6.0,8.0,8.0,6.0,7.0,4.0,7,1
171,1,29,1,1,8,,1,9.0,7.0,8.0,8.0,10.0,5.0,7,1
171,1,29,1,1,8,,1,10.0,8.0,8.0,8.0,9.0,6.0,7,1
171,1,29,1,1,8,,1,6.0,8.0,9.0,9.0,10.0,4.0,7,1
171,1,29,1,1,8,,1,9.0,8.0,9.0,9.0,10.0,5.0,7,1
172,1,27,5,7,5,,1,8.0,7.0,6.0,7.0,7.0,6.0,5,1
172,1,27,5,7,5,,0,,8.0,9.0,2.0,8.0,1.0,5,1
172,1,27,5,7,5,,0,4.0,7.0,8.0,5.0,6.0,4.0,5,1
172,1,27,5,7,5,,0,2.0,7.0,9.0,2.0,4.0,2.0,5,1
172,1,27,5,7,5,,0,1.0,4.0,5.0,1.0,3.0,1.0,5,1
172,1,27,5,7,5,,1,8.0,4.0,,7.0,8.0,6.0,5,1
172,1,27,5,7,5,,1,7.0,4.0,6.0,9.0,8.0,4.0,5,1
172,1,27,5,7,5,,1,6.0,4.0,7.0,5.0,6.0,7.0,5,1
172,1,27,5,7,5,,0,4.0,6.0,8.0,4.0,6.0,3.0,5,1
172,1,27,5,7,5,,1,8.0,7.0,8.0,6.0,8.0,6.0,5,1
172,1,27,5,7,5,,1,7.0,8.0,8.0,4.0,6.0,3.0,5,1
172,1,27,5,7,5,,0,4.0,6.0,8.0,2.0,,1.0,5,1
172,1,27,5,7,5,,1,7.0,8.0,8.0,5.0,6.0,6.0,5,1
172,1,27,5,7,5,,0,5.0,6.0,6.0,4.0,5.0,5.0,5,1
172,1,27,5,7,5,,1,6.0,8.0,7.0,7.0,8.0,7.0,5,1
172,1,27,5,7,5,,1,8.0,5.0,7.0,8.0,9.0,6.0,5,1
173,1,22,5,7,3,,1,8.0,7.0,7.0,7.0,5.0,5.0,6,3
173,1,22,5,7,3,,0,4.0,6.0,5.0,4.0,5.0,5.0,6,3
173,1,22,5,7,3,,0,5.0,7.0,6.0,6.0,6.0,5.0,6,3
173,1,22,5,7,3,,0,4.0,6.0,6.0,5.0,5.0,5.0,6,3
173,1,22,5,7,3,,0,5.0,6.0,5.0,5.0,5.0,4.0,6,3
173,1,22,5,7,3,,0,5.0,7.0,5.0,6.0,6.0,4.0,6,3
173,1,22,5,7,3,,0,5.0,8.0,5.0,7.0,6.0,5.0,6,3
173,1,22,5,7,3,,1,8.0,8.0,8.0,8.0,7.0,8.0,6,3
173,1,22,5,7,3,,1,7.0,7.0,7.0,7.0,7.0,5.0,6,3
173,1,22,5,7,3,,1,9.0,8.0,7.0,8.0,7.0,7.0,6,3
173,1,22,5,7,3,,0,5.0,5.0,5.0,5.0,5.0,5.0,6,3
173,1,22,5,7,3,,0,5.0,5.0,5.0,5.0,5.0,5.0,6,3
173,1,22,5,7,3,,1,6.0,7.0,6.0,7.0,6.0,6.0,6,3
173,1,22,5,7,3,,1,6.0,7.0,7.0,8.0,7.0,5.0,6,3
173,1,22,5,7,3,,1,7.0,7.0,7.0,7.0,7.0,6.0,6,3
173,1,22,5,7,3,,1,7.0,8.0,8.0,8.0,8.0,7.0,6,3
174,0,29,1,1,5,,1,5.0,6.0,6.0,6.0,6.0,6.0,7,1
174,0,29,1,1,5,,0,5.0,5.0,5.0,5.0,5.0,,7,1
174,0,29,1,1,5,,1,5.0,5.0,6.0,6.0,6.0,6.0,7,1
174,0,29,1,1,5,,1,5.0,5.0,5.0,5.0,5.0,7.0,7,1
174,0,29,1,1,5,,1,5.0,5.0,5.0,5.0,5.0,5.0,7,1
174,0,29,1,1,5,,1,5.0,5.0,5.0,5.0,5.0,5.0,7,1
174,0,29,1,1,5,,1,5.0,5.0,6.0,6.0,6.0,6.0,7,1
174,0,29,1,1,5,,1,5.0,6.0,5.0,7.0,7.0,6.0,7,1
174,0,29,1,1,5,,1,6.0,5.0,6.0,7.0,7.0,7.0,7,1
174,0,29,1,1,5,,1,6.0,5.0,6.0,7.0,7.0,7.0,7,1
175,0,23,5,8,7,,1,7.0,7.0,7.0,7.0,7.0,7.0,5,3
175,0,23,5,8,7,,0,2.0,7.0,7.0,5.0,7.0,2.0,5,3
175,0,23,5,8,7,,0,2.0,8.0,8.0,7.0,8.0,6.0,5,3
175,0,23,5,8,7,,0,4.0,6.0,7.0,7.0,6.0,7.0,5,3
175,0,23,5,8,7,,1,4.0,7.0,7.0,7.0,7.0,7.0,5,3
175,0,23,5,8,7,,1,4.0,7.0,7.0,6.0,6.0,7.0,5,3
175,0,23,5,8,7,,1,7.0,8.0,7.0,7.0,5.0,7.0,5,3
175,0,23,5,8,7,,1,1.0,7.0,8.0,8.0,8.0,8.0,5,3
175,0,23,5,8,7,,0,1.0,5.0,7.0,8.0,7.0,8.0,5,3
175,0,23,5,8,7,,1,4.0,6.0,7.0,6.0,7.0,7.0,5,3
176,0,28,10,1,7,,1,7.0,7.0,8.0,6.0,7.0,5.0,3,3
176,0,28,10,1,7,,0,6.0,5.0,6.0,6.0,7.0,4.0,3,3
176,0,28,10,1,7,,1,7.0,8.0,7.0,6.0,5.0,6.0,3,3
176,0,28,10,1,7,,0,5.0,5.0,5.0,5.0,5.0,5.0,3,3
176,0,28,10,1,7,,0,7.0,5.0,6.0,8.0,6.0,4.0,3,3
176,0,28,10,1,7,,0,6.0,7.0,7.0,5.0,5.0,3.0,3,3
176,0,28,10,1,7,,0,8.0,7.0,6.0,8.0,6.0,2.0,3,3
176,0,28,10,1,7,,1,8.0,6.0,7.0,8.0,7.0,6.0,3,3
176,0,28,10,1,7,,1,8.0,7.0,9.0,6.0,7.0,7.0,3,3
176,0,28,10,1,7,,1,7.0,8.0,8.0,6.0,7.0,6.0,3,3
177,0,22,8,3,6,,1,5.0,7.0,7.0,5.0,6.0,5.0,6,3
177,0,22,8,3,6,,0,2.0,3.0,3.0,3.0,5.0,2.0,6,3
177,0,22,8,3,6,,0,2.0,6.0,7.0,2.0,4.0,2.0,6,3
177,0,22,8,3,6,,0,4.0,6.0,7.0,5.0,,4.0,6,3
177,0,22,8,3,6,,0,1.0,6.0,6.0,3.0,4.0,2.0,6,3
177,0,22,8,3,6,,0,4.0,6.0,6.0,3.0,5.0,4.0,6,3
177,0,22,8,3,6,,1,6.0,7.0,7.0,8.0,8.0,3.0,6,3
177,0,22,8,3,6,,1,7.0,7.0,7.0,6.0,8.0,7.0,6,3
177,0,22,8,3,6,,1,7.0,7.0,8.0,8.0,8.0,7.0,6,3
177,0,22,8,3,6,,0,5.0,7.0,7.0,6.0,7.0,5.0,6,3
178,0,35,5,5,5,,0,5.0,7.0,7.0,5.0,,4.0,6,3
178,0,35,5,5,5,,1,7.0,7.0,7.0,6.0,,,6,3
178,0,35,5,5,5,,1,5.0,7.0,7.0,5.0,,,6,3
178,0,35,5,5,5,,0,4.0,7.0,7.0,5.0,,,6,3
178,0,35,5,5,5,,0,5.0,6.0,7.0,5.0,,,6,3
178,0,35,5,5,5,,1,7.0,7.0,7.0,5.0,,,6,3
178,0,35,5,5,5,,1,7.0,5.0,7.0,7.0,5.0,,6,3
178,0,35,5,5,5,,1,8.0,7.0,7.0,7.0,7.0,,6,3
178,0,35,5,5,5,,0,6.0,6.0,7.0,5.0,,,6,3
178,0,35,5,5,5,,1,7.0,8.0,8.0,,,,6,3
179,0,30,5,1,2,,0,3.0,7.0,6.0,4.0,6.0,7.0,1,1
179,0,30,5,1,2,,0,4.0,6.0,6.0,5.0,6.0,6.0,1,1
179,0,30,5,1,2,,0,4.0,8.0,7.0,6.0,6.0,7.0,1,1
179,0,30,5,1,2,,0,4.0,8.0,7.0,6.0,6.0,7.0,1,1
179,0,30,5,1,2,,0,4.0,8.0,7.0,6.0,7.0,6.0,1,1
179,0,30,5,1,2,,0,4.0,8.0,7.0,5.0,7.0,7.0,1,1
179,0,30,5,1,2,,1,7.0,6.0,7.0,7.0,7.0,7.0,1,1
179,0,30,5,1,2,,0,4.0,7.0,6.0,4.0,6.0,5.0,1,1
179,0,30,5,1,2,,0,6.0,6.0,6.0,6.0,5.0,4.0,1,1
179,0,30,5,1,2,,0,5.0,7.0,7.0,8.0,8.0,7.0,1,1
180,0,24,2,2,6,,1,7.0,8.0,7.0,8.0,7.0,6.0,7,1
180,0,24,2,2,6,,0,4.0,4.0,4.0,3.0,3.0,3.0,7,1
180,0,24,2,2,6,,0,6.0,7.0,7.0,5.0,5.0,6.0,7,1
180,0,24,2,2,6,,0,5.0,5.0,5.0,5.0,5.0,4.0,7,1
180,0,24,2,2,6,,0,7.0,8.0,8.0,7.0,8.0,5.0,7,1
180,0,24,2,2,6,,0,7.0,6.0,7.0,6.0,6.0,5.0,7,1
180,0,24,2,2,6,,0,8.0,7.0,7.0,8.0,7.0,6.0,7,1
180,0,24,2,2,6,,0,8.0,7.0,8.0,8.0,8.0,7.0,7,1
180,0,24,2,2,6,,1,9.0,8.0,8.0,9.0,8.0,9.0,7,1
180,0,24,2,2,6,,0,7.0,7.0,7.0,8.0,6.0,5.0,7,1
181,0,22,7,8,4,,1,8.0,9.0,8.0,9.0,10.0,7.0,7,1
181,0,22,7,8,4,,1,6.0,8.0,9.0,6.0,10.0,6.0,7,1
181,0,22,7,8,4,,1,8.0,8.0,9.0,7.0,9.0,7.0,7,1
181,0,22,7,8,4,,0,4.0,4.0,4.0,4.0,4.0,4.0,7,1
181,0,22,7,8,4,,0,4.0,4.0,4.0,4.0,4.0,4.0,7,1
181,0,22,7,8,4,,1,5.0,10.0,8.0,8.0,9.0,4.0,7,1
181,0,22,7,8,4,,1,5.0,5.0,6.0,10.0,5.0,4.0,7,1
181,0,22,7,8,4,,1,8.0,9.0,8.0,8.0,8.0,4.0,7,1
181,0,22,7,8,4,,0,6.0,4.0,4.0,9.0,5.0,9.0,7,1
181,0,22,7,8,4,,1,8.0,8.0,9.0,8.0,9.0,9.0,7,1
182,0,22,7,5,6,,1,7.0,8.0,8.0,8.0,9.0,8.0,6,1
182,0,22,7,5,6,,0,7.0,7.0,8.0,9.0,8.0,8.0,6,1
182,0,22,7,5,6,,0,6.0,8.0,10.0,9.0,10.0,8.0,6,1
182,0,22,7,5,6,,0,6.0,8.0,9.0,8.0,9.0,9.0,6,1
182,0,22,7,5,6,,0,1.0,7.0,8.0,9.0,10.0,9.0,6,1
182,0,22,7,5,6,,0,6.0,8.0,8.0,8.0,9.0,8.0,6,1
182,0,22,7,5,6,,0,7.0,8.0,9.0,9.0,9.0,8.0,6,1
182,0,22,7,5,6,,1,9.0,9.0,9.0,9.0,9.0,8.0,6,1
182,0,22,7,5,6,,1,8.0,9.0,9.0,9.0,9.0,8.0,6,1
182,0,22,7,5,6,,0,5.0,8.0,9.0,9.0,9.0,6.0,6,1
183,0,24,1,1,5,,1,8.0,9.0,9.0,7.0,6.0,9.0,5,3
183,0,24,1,1,5,,0,7.0,6.0,7.0,6.0,6.0,7.0,5,3
183,0,24,1,1,5,,0,8.0,8.0,8.0,7.0,6.0,5.0,5,3
183,0,24,1,1,5,,0,6.0,6.0,6.0,6.0,6.0,6.0,5,3
183,0,24,1,1,5,,0,6.0,7.0,7.0,7.0,7.0,6.0,5,3
183,0,24,1,1,5,,0,6.0,8.0,8.0,7.0,6.0,9.0,5,3
183,0,24,1,1,5,,0,7.0,7.0,7.0,9.0,9.0,9.0,5,3
183,0,24,1,1,5,,1,7.0,7.0,7.0,7.0,7.0,7.0,5,3
183,0,24,1,1,5,,1,8.0,8.0,8.0,8.0,8.0,8.0,5,3
183,0,24,1,1,5,,0,7.0,8.0,7.0,6.0,6.0,6.0,5,3
184,1,34,1,1,9,,1,8.0,10.0,10.0,8.0,6.0,7.0,9,3
184,1,34,1,1,9,,0,7.0,10.0,10.0,7.0,10.0,8.0,9,3
184,1,34,1,1,9,,1,10.0,10.0,10.0,7.0,10.0,6.0,9,3
184,1,34,1,1,9,,0,8.0,10.0,10.0,10.0,10.0,10.0,9,3
184,1,34,1,1,9,,1,8.0,10.0,10.0,8.0,9.0,7.0,9,3
184,1,34,1,1,9,,1,10.0,10.0,10.0,10.0,10.0,5.0,9,3
184,1,34,1,1,9,,1,10.0,9.0,8.0,8.0,9.0,9.0,9,3
184,1,34,1,1,9,,0,10.0,10.0,10.0,8.0,10.0,9.0,9,3
184,1,34,1,1,9,,0,8.0,10.0,10.0,8.0,9.0,6.0,9,3
184,1,34,1,1,9,,1,10.0,10.0,10.0,10.0,10.0,10.0,9,3
185,1,25,3,4,6,,0,6.0,6.0,7.0,6.0,5.0,8.0,6,3
185,1,25,3,4,6,,0,3.0,8.0,8.0,4.0,7.0,6.0,6,3
185,1,25,3,4,6,,0,3.0,8.0,8.0,4.0,7.0,6.0,6,3
185,1,25,3,4,6,,0,2.0,9.0,9.0,8.0,9.0,5.0,6,3
185,1,25,3,4,6,,0,3.0,7.0,7.0,6.0,8.0,9.0,6,3
185,1,25,3,4,6,,1,8.0,8.0,9.0,9.0,9.0,10.0,6,3
185,1,25,3,4,6,,1,9.0,10.0,8.0,8.0,8.0,5.0,6,3
185,1,25,3,4,6,,1,9.0,10.0,8.0,8.0,8.0,5.0,6,3
185,1,25,3,4,6,,1,6.0,8.0,9.0,9.0,9.0,5.0,6,3
185,1,25,3,4,6,,0,6.0,6.0,6.0,7.0,6.0,10.0,6,3
186,1,24,4,3,7,,0,4.0,6.0,6.0,,5.0,,7,3
186,1,24,4,3,7,,1,7.0,6.0,6.0,6.0,5.0,7.0,7,3
186,1,24,4,3,7,,1,8.0,7.0,7.0,6.0,7.0,8.0,7,3
186,1,24,4,3,7,,0,5.0,5.0,7.0,8.0,5.0,2.0,7,3
186,1,24,4,3,7,,1,5.0,6.0,6.0,2.0,,5.0,7,3
186,1,24,4,3,7,,1,7.0,7.0,7.0,8.0,7.0,6.0,7,3
186,1,24,4,3,7,,1,7.0,7.0,,,,,7,3
186,1,24,4,3,7,,1,6.0,8.0,8.0,,8.0,,7,3
186,1,24,4,3,7,,0,5.0,7.0,6.0,5.0,5.0,,7,3
186,1,24,4,3,7,,0,7.0,7.0,6.0,6.0,5.0,3.0,7,3
187,1,26,10,5,6,,1,6.0,8.0,,,,10.0,4,3
187,1,26,10,5,6,,0,6.0,,10.0,5.0,,,4,3
187,1,26,10,5,6,,0,,,,,,,4,3
187,1,26,10,5,6,,0,4.0,,,,,,4,3
187,1,26,10,5,6,,0,,,,,,,4,3
187,1,26,10,5,6,,1,7.0,7.0,7.0,8.0,,,4,3
187,1,26,10,5,6,,1,,,7.0,7.0,,,4,3
187,1,26,10,5,6,,0,,,,,,,4,3
187,1,26,10,5,6,,0,,,,,,,4,3
187,1,26,10,5,6,,0,4.0,,,1.0,,1.0,4,3
188,1,21,1,1,6,,0,4.0,5.0,5.0,5.0,5.0,5.0,3,1
188,1,21,1,1,6,,1,6.0,5.0,6.0,5.0,5.0,5.0,3,1
188,1,21,1,1,6,,0,6.0,5.0,7.0,5.0,5.0,7.0,3,1
188,1,21,1,1,6,,0,3.0,4.0,5.0,5.0,5.0,5.0,3,1
188,1,21,1,1,6,,1,5.0,5.0,6.0,5.0,5.0,5.0,3,1
188,1,21,1,1,6,,0,7.0,6.0,6.0,6.0,5.0,6.0,3,1
188,1,21,1,1,6,,1,8.0,8.0,5.0,8.0,5.0,8.0,3,1
188,1,21,1,1,6,,1,6.0,7.0,5.0,6.0,2.0,5.0,3,1
188,1,21,1,1,6,,0,5.0,7.0,7.0,6.0,7.0,5.0,3,1
188,1,21,1,1,6,,0,4.0,5.0,5.0,5.0,5.0,5.0,3,1
189,1,27,6,1,5,,0,5.0,8.0,7.0,5.0,5.0,4.0,4,3
189,1,27,6,1,5,,0,6.0,6.0,5.0,5.0,4.0,5.0,4,3
189,1,27,6,1,5,,0,8.0,8.0,5.0,6.0,4.0,5.0,4,3
189,1,27,6,1,5,,0,5.0,6.0,6.0,5.0,9.0,5.0,4,3
189,1,27,6,1,5,,0,5.0,8.0,8.0,5.0,5.0,6.0,4,3
189,1,27,6,1,5,,0,7.0,8.0,8.0,8.0,8.0,7.0,4,3
189,1,27,6,1,5,,0,6.0,8.0,8.0,6.0,6.0,5.0,4,3
189,1,27,6,1,5,,0,6.0,7.0,7.0,6.0,7.0,6.0,4,3
189,1,27,6,1,5,,0,5.0,7.0,6.0,6.0,7.0,5.0,4,3
189,1,27,6,1,5,,0,6.0,8.0,7.0,7.0,7.0,6.0,4,3
190,1,25,1,1,8,,0,5.0,8.0,8.0,8.0,4.0,,6,3
190,1,25,1,1,8,,1,9.0,8.0,8.0,9.0,8.0,10.0,6,3
190,1,25,1,1,8,,1,9.0,,8.0,7.0,9.0,3.0,6,3
190,1,25,1,1,8,,0,5.0,,5.0,8.0,5.0,,6,3
190,1,25,1,1,8,,0,3.0,9.0,8.0,9.0,,9.0,6,3
190,1,25,1,1,8,,1,10.0,8.0,10.0,9.0,9.0,5.0,6,3
190,1,25,1,1,8,,1,7.0,5.0,7.0,7.0,,,6,3
190,1,25,1,1,8,,1,6.0,9.0,,9.0,,,6,3
190,1,25,1,1,8,,1,7.0,5.0,7.0,7.0,,,6,3
190,1,25,1,1,8,,1,8.0,3.0,8.0,8.0,4.0,1.0,6,3
191,1,28,6,1,4,,0,5.0,8.0,7.0,6.0,6.0,8.0,5,3
191,1,28,6,1,4,,0,5.0,9.0,8.0,7.0,8.0,8.0,5,3
191,1,28,6,1,4,,1,7.0,8.0,7.0,7.0,8.0,7.0,5,3
191,1,28,6,1,4,,0,5.0,7.0,7.0,6.0,6.0,6.0,5,3
191,1,28,6,1,4,,0,5.0,8.0,7.0,7.0,5.0,5.0,5,3
191,1,28,6,1,4,,1,8.0,8.0,9.0,8.0,8.0,6.0,5,3
191,1,28,6,1,4,,1,7.0,8.0,7.0,7.0,8.0,7.0,5,3
191,1,28,6,1,4,,1,8.0,8.0,8.0,8.0,8.0,5.0,5,3
191,1,28,6,1,4,,0,5.0,7.0,7.0,7.0,8.0,5.0,5,3
191,1,28,6,1,4,,0,5.0,7.0,7.0,6.0,6.0,6.0,5,3
192,1,24,2,7,4,,0,3.0,8.0,8.0,4.0,6.0,3.0,,
192,1,24,2,7,4,,0,4.0,8.0,7.0,6.0,4.0,5.0,,
192,1,24,2,7,4,,0,7.0,8.0,9.0,3.0,9.0,3.0,,
192,1,24,2,7,4,,0,6.0,8.0,6.0,7.0,9.0,4.0,,
192,1,24,2,7,4,,0,4.0,7.0,6.0,6.0,6.0,4.0,,
192,1,24,2,7,4,,1,7.0,7.0,8.0,8.0,6.0,4.0,,
192,1,24,2,7,4,,1,7.0,7.0,8.0,8.0,6.0,4.0,,
192,1,24,2,7,4,,0,7.0,7.0,6.0,5.0,6.0,3.0,,
192,1,24,2,7,4,,0,3.0,8.0,7.0,6.0,7.0,3.0,,
192,1,24,2,7,4,,0,5.0,7.0,6.0,5.0,5.0,6.0,,
193,1,25,2,2,4,,0,3.0,9.0,7.0,5.0,6.0,6.0,4,3
193,1,25,2,2,4,,1,5.0,8.0,8.0,6.0,8.0,9.0,4,3
193,1,25,2,2,4,,0,6.0,9.0,9.0,3.0,9.0,6.0,4,3
193,1,25,2,2,4,,0,6.0,8.0,8.0,6.0,8.0,7.0,4,3
193,1,25,2,2,4,,0,3.0,9.0,9.0,6.0,10.0,9.0,4,3
193,1,25,2,2,4,,1,9.0,9.0,9.0,8.0,8.0,8.0,4,3
193,1,25,2,2,4,,1,7.0,8.0,8.0,6.0,7.0,8.0,4,3
193,1,25,2,2,4,,1,8.0,10.0,8.0,6.0,9.0,9.0,4,3
193,1,25,2,2,4,,0,3.0,9.0,7.0,6.0,8.0,6.0,4,3
